question,answer_llm,answer_orig,document
"Do I need to upgrade sentence-transformers to fix the model version warning, and what version should I use?","Yes. To suppress that model version warning, upgrade `sentence-transformers` to **version 3.0.0 or higher**.

Use:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
How do I update my setup so the sentence-transformers warning no longer shows up?,"Upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Why did the lesson just use dot product for similarity instead of doing any normalization first?,"Because in the lesson the embeddings were assumed to already be **normalized to unit length**.  

When vectors are normalized, the **dot product is exactly the same as cosine similarity**, so there’s no need to normalize again.

In the homework, the embeddings used are not necessarily normalized by default, so you need to normalize them first if you want the dot product to equal cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"In the homework, why do we need to normalize embeddings before using dot product as cosine similarity?","In the homework, you need to normalize embeddings because the embeddings used there are **not guaranteed to already have unit length**.

- **Dot product equals cosine similarity only when both vectors are normalized**
- In the lesson, the model embeddings were assumed to already be normalized, so `.dot(...)` was enough
- In the homework, classic embeddings like **TF-IDF + SVD** are **not normalized by default**, so raw dot product would include vector magnitude, not just direction

So normalization is needed to make the dot product represent **cosine similarity** correctly.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are OpenAI-style embeddings already unit length, so dot product works like cosine similarity right away?","Yes. In this course, the OpenAI-style embeddings used in the lesson are assumed to be **already normalized to unit length**, so the **dot product is equivalent to cosine similarity** right away.

For the homework, that’s not always true for classic embeddings like TF-IDF + SVD, so you may need to normalize them manually first.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"With TF-IDF plus SVD, can I skip normalization and still treat dot product as cosine similarity?","No. With TF-IDF + SVD, the vectors are **not normalized by default**, so you **can’t treat the dot product as cosine similarity** unless you **manually normalize** the vectors first.

In the lesson, `.dot(...)` worked directly because those embeddings were already unit-length.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
What’s the actual difference between the lesson setup and the homework setup when it comes to cosine similarity?,"The key difference is **whether the vectors are already normalized**:

- **Lesson setup:** the embeddings were assumed to already be **unit-length normalized**, so using `.dot(...)` directly gives cosine similarity.
- **Homework setup:** with classic embeddings like **TF-IDF + SVD**, the vectors are **not normalized by default**, so you must **normalize them first** for the dot product to equal cosine similarity.

So:

- **Lesson:** dot product = cosine similarity
- **Homework:** dot product = cosine similarity only **after normalization**","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"For vector search, is it better to index just the answer text, just the question, or both together?","It’s not a single fixed rule — the course says to experiment on your dataset.

The three options are:

- **Index the answer text only**: often works well because the model learns semantic similarity between questions and answers.
- **Index the question only**: works if user queries are similar to the original questions.
- **Index `question + text` together**: often the best, but it’s a bit longer and slightly more costly.

The recommendation is to choose whichever gives the best **hit rate / MRR** on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"In the course example, why would embedding only the answer still work for matching user queries?","Embedding only the **answer** can still work because the model often captures **semantic similarity** between a user’s question and the answer text that would satisfy it. So even if the indexed item is just the answer, a query like “How do I do X?” can still land near an answer that explains X.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
When does embedding only the question make sense for retrieval?,"Embedding only the question makes sense when your user queries are similar in form to the indexed questions — i.e., when embedding questions on both sides gives good semantic matching.

The course notes say this is one of the three valid options, and the right choice depends on which gives the best hit rate / MRR on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
What are the tradeoffs of embedding question plus text in one vector instead of separately?,"Embedding `question + text` in one vector has these tradeoffs:

- **Pros:** it’s often the **best retrieval choice** because it gives the embedding more context, which can improve hit rate / MRR.
- **Cons:** it makes the input **longer**, so it has **slightly more cost** to compute.

The course says there’s **no single right answer** — you should test it on your dataset and choose whichever performs best.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How should I decide which embedding setup gives the best results on my dataset?,"There's no single right answer — you should treat it as an experiment on your own dataset.

Compare the different embedding setups and pick whichever gives the best **hit rate** or **MRR** on your **ground-truth set**:

- embed the **answer/text only**
- embed the **question only**
- embed **question + "" "" + text**

The course notes that the combined `question + text` option is often the best, but it can be slightly more expensive because the input is longer.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"What does cosine similarity actually measure between two vectors, especially in text search?","Cosine similarity measures the **angle / directional alignment** between two vectors, not their raw size.

In text search, that means it tells you how **similar two documents or embeddings are in meaning/content** by comparing whether they point in the same direction in vector space:

- **1** = very similar / same direction
- **0** = unrelated / orthogonal
- **-1** = opposite direction

If the vectors are normalized to unit length, cosine similarity is just the **dot product**.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
How do you calculate cosine similarity for documents using word counts or TF-IDF?,"Use a vector for each document, where each dimension is a word count or TF-IDF value. Then compute cosine similarity as the dot product of the two vectors divided by the product of their magnitudes:

\[
\cos(\theta) = \frac{A \cdot B}{\|A\| \|B\|}
\]

Steps:
1. Build a vector for each document using word counts or TF-IDF.
2. Compute the dot product of the two document vectors.
3. Divide by the length (norm) of each vector.

If the vectors are already normalized to unit length, then cosine similarity is just the dot product.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"Why does cosine similarity give values from -1 to 1, and what do those numbers mean?","Cosine similarity gives values from **-1 to 1** because it measures the **cosine of the angle** between two vectors:

- **1** means the vectors point in the **same direction** — they are identical or very similar.
- **0** means the vectors are **orthogonal** — no similarity.
- **-1** means the vectors point in **opposite directions** — completely opposite.

So the number tells you **how aligned the vectors are**:
- closer to **1** = more similar
- closer to **0** = unrelated
- closer to **-1** = opposite","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"In vector search, why is cosine similarity useful for comparing document content?","Cosine similarity is useful because it measures how **aligned** two document vectors are, which reflects how similar their content is. When the vectors are normalized, it focuses on the **direction** of the vectors rather than their length, making it a good way to compare text based on meaning rather than document size.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does it mean when two vectors have cosine similarity of 1, 0, or -1?","When two vectors have cosine similarity:

- **1**: they point in the **same direction** — they are identical in orientation.
- **0**: they are **orthogonal** — no similarity / perpendicular.
- **-1**: they point in **opposite directions** — completely opposite vectors.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity become just a dot product after the embeddings are normalized?,"Because cosine similarity is

\[
\cos(\theta)=\frac{a \cdot b}{\|a\|\,\|b\|}
\]

If the embeddings are normalized to unit length, then \(\|a\|=\|b\|=1\). So the formula becomes:

\[
\cos(\theta)=a \cdot b
\]

So after normalization, cosine similarity is just the dot product.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How can vector search use matrix multiplication to score all documents against one query?,"Vector search can score all documents against one query by putting all document embeddings into a matrix and the query into a vector, then computing the dot product with matrix multiplication.

If the embeddings and query are normalized to unit length, cosine similarity becomes just the dot product. So instead of looping over documents one by one, you do:

```python
scores = X.dot(v_query)
```

where `X` is the matrix of document embeddings and `v_query` is the query vector.

This gives you the similarity score for every document in one fast operation.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"If cosine similarity ignores vector length, why do we need to normalize everything first?","Because **cosine similarity ignores length mathematically**, but **the dot product does not unless vectors are normalized**.

So we normalize to make this true:

- `cosine_similarity(a, b) = a · b` **only if** both `a` and `b` have unit length.

Why this matters:

- In the lesson, the embeddings were already normalized, so `.dot(...)` worked directly.
- In the homework, the embeddings are **not normalized by default** (e.g., TF-IDF + SVD), so you must normalize them first or the dot product will mix in vector length and won’t equal cosine similarity.

So normalization isn’t changing cosine similarity — it’s just making the computation match the cosine formula efficiently.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What makes the similarity computation equivalent to multiplying the embedding matrix by the query vector?,"Because the vectors are normalized to unit length, cosine similarity becomes just the dot product. Then computing the similarity of one query against all embeddings is the same as taking the embedding matrix and multiplying it by the query vector.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why is cosine similarity efficient for nearest-neighbor search in a vector database?,"Cosine similarity is efficient for nearest-neighbor search because, when vectors are normalized to unit length, it becomes just a dot product. That means you can compute similarities for many embeddings at once using matrix multiplication, which is much faster than comparing each vector one by one in a loop.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"For Module 2, do I make a whole new GitHub repository, or just spin up another Codespace from my current repo?","Just a new Codespace, not a new GitHub repository.

Module 2 should be created from your existing repo, and it’s recommended to use a separate Codespace because the vector-search dependencies are heavier. Commit your work to the repo as usual.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does the course suggest using a separate Codespace for the vector search module instead of keeping everything in the same environment?,Use a separate Codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can stop or delete that Codespace when you’re done without leaving extra weight in your Module 1 environment.,"Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I finish Module 2 and want to clean up, can I just delete that Codespace without affecting my main repo?","Yes — if Module 2 is in its own codespace, you can delete that codespace when you’re done without affecting your main repo.

Just make sure you **commit and push** any work you want to keep first, because uncommitted changes will be lost when the codespace is deleted.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"When I create a new Codespace for Module 2, does it come from my existing GitHub repository or do I need to start over from scratch?","Just a new codespace. It comes from your existing GitHub repository, so you do **not** need to start over from scratch or create a new repo.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Since a Codespace might be deleted later, should I commit my Module 2 work to GitHub right away?","Yes — commit and push your Module 2 work to GitHub regularly, ideally right away.

The context says that since you may delete the Codespace later, uncommitted changes could be lost, while committing keeps your work in your GitHub repository.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does download.py stay stuck at 0% forever when it tries to get model.onnx from HuggingFace?,"It’s usually because the connection to HuggingFace’s CDN is slow or blocked, so `download.py` never progresses.

Fix: download the file directly in your browser here:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks whether the file already exists locally, so once it’s there, it should skip the download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"If the model download from HuggingFace never starts, what’s the easiest way to get model.onnx manually?","Download it directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it as:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once it’s there, the script will detect it locally and skip re-downloading.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Can I just download model.onnx in my browser and put it in the models/Xenova/all-MiniLM-L6-v2 folder instead of waiting for the script?,"Yes. You can download `model.onnx` directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it as:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script will detect that the file already exists locally and skip re-downloading it.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
What should I do when the HuggingFace CDN seems slow or blocked and download.py won’t finish downloading the ONNX file?,"If the HuggingFace CDN is slow or blocked and `download.py` gets stuck at 0%, download the ONNX file directly in your browser:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once the file exists locally, `download.py` will detect it and skip re-downloading.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Will download.py skip the HuggingFace download step if model.onnx is already saved locally?,"Yes. The script checks whether `models/Xenova/all-MiniLM-L6-v2/model.onnx` already exists locally before re-downloading, so it will skip the HuggingFace download step once the file is there.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"Why do the dot product version and the loop version of vector search not match exactly, even though they’re supposed to do the same thing?","They don’t match **exactly** because of **floating-point precision**, not because the math is different.

- `X.dot(v_query)` uses optimized BLAS code.
- The loop version adds the numbers in a different order.
- Floating-point addition is **not perfectly associative**, so the last few decimal places can differ.

So both methods compute the same dot products, but tiny rounding differences can make exact equality or `np.allclose(... )` with a very strict tolerance fail.

Use a tolerance check instead, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
I got slightly different scores from `X.dot(v_query)` and my manual for-loop — is that a bug or just floating point weirdness?,"It’s not a bug — it’s normal floating-point precision behavior.

`X.dot(v_query)` and the manual for-loop compute the same dot products, but they may add numbers in a different order. Because floating-point addition isn’t perfectly associative, you can get tiny differences in the last decimal places.

Use a tolerance check like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

So if the values are very close, both results are fine.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"Why can `np.allclose(scores, scores_loop)` still return `False` for two vector search implementations that look equivalent?","Because floating-point arithmetic is not exact, two implementations that do the same dot products can still differ in the last few decimal places.

In particular:

- `X.dot(v_query)` uses optimized BLAS code
- a Python for-loop sums values in a different order

Since floating-point addition is not perfectly associative, that different order can lead to tiny rounding differences. So `np.allclose(scores, scores_loop)` may return `False` if the default tolerance is too strict.

Use a small tolerance instead, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Is it normal for BLAS-backed `dot` results to differ a little from a Python loop when doing vector search?,"Yes — that’s normal.

`X.dot(v_query)` may use optimized BLAS code, while a Python loop adds the numbers in a different order. Because floating-point addition is not perfectly associative, the results can differ slightly in the last decimal places.

Use a tolerance check like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

The values are effectively the same, just with tiny rounding differences.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
How should I compare two vector search score arrays if they only differ in the last few decimals?,"Compare them with a small tolerance, not exact equality.

For example:

```python
np.allclose(scores1, scores2, atol=1e-5)
```

This is because vector search scores can differ slightly in the last decimals due to floating-point precision and different summation order.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why am I getting `IndexError: list index out of range` when I try to access the best chunk in my vector search code?,"This usually happens because the number of embeddings doesn’t match the number of chunks.

Make sure you generate embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then `len(X)` should be the same as `len(chunks)`. If they’re out of sync, accessing the “best chunk” by index can raise `IndexError: list index out of range`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
What usually causes the best-chunk lookup to crash with an out-of-range index in Module 2?,"It’s usually caused by generating a different number of embeddings than the number of document chunks.

In Module 2, make sure you create embeddings directly from the chunk list, for example:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should match `len(chunks)`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
How do I make sure my embeddings and chunks line up so I don’t hit this index error?,"Make sure the number of embeddings matches the number of chunks, and build the embeddings from the chunk list itself:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

So:

- use `chunks`, not the original full `documents`
- `len(X)` should equal `len(chunks)`

If those two line up, you avoid the `IndexError: list index out of range`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
"Should I be encoding the whole chunk objects, or only the `content` field, to avoid mismatched lengths?","Only the `content` field.

To avoid mismatched lengths, generate embeddings from the chunk contents, not the whole chunk objects:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of embeddings in `X` should match `len(chunks)`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
