question,document,score,reasoning
When does embedding only the question make sense for retrieval?,5c4a8d2e60,good,"The AI answer correctly states that embedding only the question makes sense when user queries resemble the indexed questions, and it notes that this is one of three options and should be chosen based on hit rate/MRR on the ground-truth set. This matches the ground truth key point."
What are the tradeoffs of embedding question plus text in one vector instead of separately?,5c4a8d2e60,good,"The AI answer matches the ground truth: it states that embedding question+text is often best, but has the tradeoff of longer input and slightly higher cost, and emphasizes that there is no single right answer and it should be evaluated on the dataset for hit rate/MRR. It preserves the core comparison and guidance."
How should I decide which embedding setup gives the best results on my dataset?,5c4a8d2e60,good,"The AI answer preserves the core guidance: there is no single best setup, it should be tested on the user's dataset, the three embedding options are listed, and the recommendation is to choose based on hit rate/MRR on ground-truth data. It also correctly notes that question+text is often best but more expensive due to longer input. Semantically equivalent to the ground truth."
"What does cosine similarity actually measure between two vectors, especially in text search?",db78580409,good,"The AI answer correctly explains that cosine similarity measures angle/directional alignment rather than magnitude, and that in text search it reflects similarity of documents/embeddings in vector space. It also gives the correct range and interpretation of 1, 0, and -1, which matches the ground truth. The added note about normalized vectors and dot product is also correct and does not change the meaning."
How do you calculate cosine similarity for documents using word counts or TF-IDF?,db78580409,good,"The AI answer correctly explains cosine similarity for documents using word counts or TF-IDF vectors and gives the standard formula and steps. It captures the key idea from the ground truth, though it omits the explicit range of -1 to 1 and the interpretation of 1, 0, and -1. Those omissions do not change the core answer."
"Why does cosine similarity give values from -1 to 1, and what do those numbers mean?",db78580409,good,"The AI answer correctly explains that cosine similarity is the cosine of the angle between two vectors and that its values range from -1 to 1. It correctly maps 1 to same direction/identical or very similar, 0 to orthogonal/no similarity, and -1 to opposite directions. This is semantically equivalent to the ground truth."
"In vector search, why is cosine similarity useful for comparing document content?",db78580409,good,"The AI answer captures the core idea that cosine similarity compares document vectors by their orientation/direction and is useful for assessing text similarity independent of length. This matches the ground truth’s explanation, though it omits the explicit range and examples. Those omissions do not change the semantic equivalence."
"What does it mean when two vectors have cosine similarity of 1, 0, or -1?",db78580409,good,"The AI answer correctly explains the meanings of cosine similarity values 1, 0, and -1: same direction/identical orientation, orthogonal/no similarity, and opposite directions, respectively. This matches the ground truth semantics."
Why does cosine similarity become just a dot product after the embeddings are normalized?,95feb4e75b,good,"The AI answer correctly explains that cosine similarity equals the dot product when both vectors are normalized to unit length, matching the ground truth's key point about magnitude no longer mattering after normalization. It preserves the core meaning and is semantically equivalent."
How can vector search use matrix multiplication to score all documents against one query?,95feb4e75b,good,"The AI answer matches the ground truth. It correctly explains that with unit-normalized embeddings, cosine similarity reduces to a dot product, and that matrix multiplication can compute all document-query scores efficiently in one operation. No key information is missing or incorrect."
"If cosine similarity ignores vector length, why do we need to normalize everything first?",95feb4e75b,good,"The AI answer captures the key idea: cosine similarity is equivalent to a dot product only after unit normalization, and normalization is needed so the dot product can efficiently compute cosine similarity. It also correctly explains that unnormalized vectors would make dot product depend on length. This is semantically consistent with the ground truth, with only extra explanatory detail."
What makes the similarity computation equivalent to multiplying the embedding matrix by the query vector?,95feb4e75b,good,"The AI answer correctly states that normalization to unit length makes cosine similarity equal to the dot product, and that this enables computing similarities via multiplying the embedding matrix by the query vector. This preserves the key idea from the ground truth."
Why is cosine similarity efficient for nearest-neighbor search in a vector database?,95feb4e75b,good,"The AI answer captures the key idea: after unit normalization, cosine similarity reduces to a dot product, enabling efficient batched computation via matrix multiplication for nearest-neighbor search. This is semantically equivalent to the ground truth."
"For Module 2, do I make a whole new GitHub repository, or just spin up another Codespace from my current repo?",1e829a8c6f,good,"The AI answer matches the ground truth: it says to create a new Codespace from the existing repository, not a new GitHub repo. It also correctly mentions using a separate Codespace for Module 2 because of heavier dependencies and committing work to the repo. No key information is missing or incorrect."
Why does the course suggest using a separate Codespace for the vector search module instead of keeping everything in the same environment?,1e829a8c6f,good,"The AI answer captures the main reason for using a separate Codespace: heavy vector-search dependencies and the ability to stop/delete it without burdening the Module 1 environment. However, it omits some supporting details from the ground truth, notably that a codespace is just an environment created from the existing repository (no new GitHub repo needed), setup is quick, and especially the reminder to commit work since the codespace may be deleted later. The core answer is still correct, though incomplete."
"If I finish Module 2 and want to clean up, can I just delete that Codespace without affecting my main repo?",1e829a8c6f,good,"The AI answer preserves the key point: Module 2 should be in its own codespace, and deleting that codespace does not affect the main repository as long as changes are committed/pushed first. This matches the ground truth's guidance about using a separate codespace and committing work before deletion."
"When I create a new Codespace for Module 2, does it come from my existing GitHub repository or do I need to start over from scratch?",1e829a8c6f,good,"The AI answer matches the key point of the ground truth: you create a new codespace from your existing GitHub repository, not a new repo or a start-from-scratch setup. It is shorter and omits extra guidance about using a separate codespace for Module 2 and committing work before deletion, but those are supplementary details rather than the core answer to the question asked."
"Since a Codespace might be deleted later, should I commit my Module 2 work to GitHub right away?",1e829a8c6f,good,"The AI answer captures the key point: because the Codespace may be deleted later, the Module 2 work should be committed/pushed to GitHub so it isn't lost. It also correctly notes that the work should be saved in the repository. Although it omits the extra context about using a separate codespace for Module 2 and the reason for isolation, that is not essential to the direct question."
Why does download.py stay stuck at 0% forever when it tries to get model.onnx from HuggingFace?,29b69fbe0b,good,"The AI answer matches the ground truth: it identifies the likely cause as a slow or blocked HuggingFace CDN connection, gives the same direct download URL, the same local save path, and notes that the script skips downloading if the file already exists locally. This is semantically equivalent."
"If the model download from HuggingFace never starts, what’s the easiest way to get model.onnx manually?",29b69fbe0b,good,"The AI answer matches the ground truth: it gives the direct HuggingFace URL, the correct local save path, and notes that the script will detect the existing file and skip re-downloading. No key information is missing or incorrect."
Can I just download model.onnx in my browser and put it in the models/Xenova/all-MiniLM-L6-v2 folder instead of waiting for the script?,29b69fbe0b,good,"The AI answer preserves the key guidance from the ground truth: download the ONNX file directly from the provided HuggingFace URL, save it to models/Xenova/all-MiniLM-L6-v2/model.onnx, and the script will skip re-downloading if the file exists. This is semantically equivalent and correct."
What should I do when the HuggingFace CDN seems slow or blocked and download.py won’t finish downloading the ONNX file?,29b69fbe0b,good,"The AI answer conveys the same remedy: manually download the ONNX file from the provided HuggingFace URL, save it to the specified local path, and note that download.py will skip it if it already exists. This matches the ground truth semantically."
Will download.py skip the HuggingFace download step if model.onnx is already saved locally?,29b69fbe0b,good,"The AI answer correctly states that the script checks for the local `model.onnx` file and skips the HuggingFace download step if it already exists. This matches the core point of the ground truth. The extra context about the CDN issue is omitted, but that's not necessary for equivalence."
"Why do the dot product version and the loop version of vector search not match exactly, even though they’re supposed to do the same thing?",e889793af9,good,"The AI answer correctly explains that the mismatch is due to floating-point precision and different summation order, mentions BLAS vs loop, and recommends using a tolerance such as np.allclose with atol=1e-5. This matches the ground truth."
I got slightly different scores from `X.dot(v_query)` and my manual for-loop — is that a bug or just floating point weirdness?,e889793af9,good,"The AI answer matches the ground truth: it says the discrepancy is normal floating-point precision, explains different summation order and non-associativity, and recommends comparing with np.allclose using atol=1e-5. It preserves the key point that the values are effectively the same and not wrong."
"Why can `np.allclose(scores, scores_loop)` still return `False` for two vector search implementations that look equivalent?",e889793af9,good,"The AI answer matches the ground truth: it explains floating-point precision, different summation order between BLAS and a Python loop, non-associativity, and suggests using a tolerance like atol=1e-5. This conveys the same key information and correctly answers why np.allclose may return False."
Is it normal for BLAS-backed `dot` results to differ a little from a Python loop when doing vector search?,e889793af9,good,"The AI answer matches the ground truth: it says small differences are normal due to floating-point precision and different summation order in BLAS vs a Python loop, and it recommends using np.allclose with a tolerance such as atol=1e-5. It preserves the key point that the values are effectively the same."
How should I compare two vector search score arrays if they only differ in the last few decimals?,e889793af9,good,"The AI answer preserves the key point: use np.allclose with a small tolerance such as atol=1e-5 instead of exact equality, because tiny differences arise from floating-point precision and summation order. This is semantically equivalent to the ground truth, though it is shorter and omits the BLAS/Python-loop explanation."
Why am I getting `IndexError: list index out of range` when I try to access the best chunk in my vector search code?,1a7b27c4df,good,"The AI answer conveys the same core explanation as the ground truth: the IndexError is typically caused by a mismatch between the number of embeddings and the number of chunks, and it gives the same corrective code and the same requirement that len(X) match len(chunks). The extra clarification about indexing causing the error is consistent with the original meaning."
What usually causes the best-chunk lookup to crash with an out-of-range index in Module 2?,1a7b27c4df,good,The AI answer conveys the same core cause of the crash: a mismatch between the number of embeddings and the number of document chunks. It also provides the same corrective code and states that the embedding rows should match the chunk count. Semantically equivalent to the ground truth.
How do I make sure my embeddings and chunks line up so I don’t hit this index error?,1a7b27c4df,good,"The AI answer conveys the same core guidance as the ground truth: generate embeddings directly from the chunk list using the provided code, and ensure the number of embeddings matches the number of chunks. It also correctly states that len(X) should equal len(chunks), which is equivalent to the original answer's point that the number of rows in X should equal len(chunks)."
"Should I be encoding the whole chunk objects, or only the `content` field, to avoid mismatched lengths?",1a7b27c4df,good,"The AI answer matches the ground truth: it says to encode only the content field, provides the same example of extracting chunk['content'], and states that the embedding count should equal the number of chunks. This preserves the key point about avoiding mismatched lengths."
What’s the right way to build `X` so its number of rows matches `len(chunks)`?,1a7b27c4df,good,The AI answer conveys the same fix as the ground truth: construct X by encoding the list of chunk contents directly so the number of embeddings equals the number of chunks. It includes the same code pattern and states that len(X) matches len(chunks).
"For Module 2 HW Q2, my cosine similarity comes out as a weird number that isn't in the choices — is that because I'm using the wrong embedding model?",eaa17a9dc6,good,"The AI answer matches the ground truth: it correctly identifies that using the wrong embedding model is the likely cause, specifies using the homework's Embedder from embedder.py instead of sentence-transformers, and includes the key checks about content field, query vector, normalization/dot product, and picking the closest option for small numerical differences. No key information is missing."
"In the homework, should I use `sentence-transformers` or the `Embedder` from `embedder.py` to get the Q2 vectors?",eaa17a9dc6,good,"The AI answer correctly states that the homework should use the Embedder from embedder.py rather than sentence-transformers, and it includes the same import pattern. This matches the key point of the ground truth. It omits the extra troubleshooting details, but those are not required for semantic equivalence."
"Could the mismatch in Q2 be from embedding the wrong text field, like the filename or full record instead of `content`?",eaa17a9dc6,good,"The AI answer correctly identifies that embedding the wrong field (content vs filename/full record) can cause the mismatch, and it also mentions using the homework's Embedder model. It omits some extra details from the ground truth, like comparing against the Q1 query vector and normalization, but those are not necessary to answer the student's question. Semantically it matches the key points."
"If I already have the Q1 query vector, do I need to compare my document vectors directly against that for the cosine similarity question?",eaa17a9dc6,good,"The AI answer correctly states that the document vectors should be compared directly against the Q1 query vector, and that with normalized vectors the cosine similarity is the dot product. This matches the key point in the ground truth. It omits the warning about using the specified Embedder/model and the advice about embedding the content field, but the student’s question is specifically about whether to compare against the Q1 query vector, so the core answer is preserved."
Why is my Q2 result a little different from the answer options even when I think I'm using the right model — do I just choose the closest one?,eaa17a9dc6,good,"The AI answer matches the ground truth: it explains that the usual issue is using the wrong embedding model, specifically that homework 2 expects the ONNX Embedder from embedder.py rather than sentence-transformers, and it states that if the result is still slightly different, the closest option should be chosen. It also includes the key checks about embedding the content field, comparing to the Q1 query vector, and normalization. Semantically equivalent."
How do I set up Gemini API key for Kestra so both the copilot and the flows can use it?,3860e5fe8b,good,"The AI answer correctly explains the key setup: export a plain GEMINI_API_KEY for the copilot, export a base64-encoded SECRET_GEMINI_API_KEY for flows, restart Kestra, and reference the secret as {{ secret('GEMINI_API_KEY') }}. It omits the extra OpenAI/Tavily variables, but those are not essential to the question asked. The core answer is semantically equivalent."
Do I need to base64-encode OpenAI and Tavily secrets before Kestra can read them?,3860e5fe8b,good,"The AI answer correctly says that Kestra expects secrets to be provided as `SECRET_`-prefixed environment variables with base64-encoded values, and it gives the correct examples for OpenAI and Tavily. It also notes restarting Kestra, which matches the ground truth. It omits the Gemini-specific plain variable detail, but that is not needed to answer the question asked about OpenAI and Tavily secrets."
Why is Kestra not seeing my API keys unless I export them before docker compose up?,3860e5fe8b,bad,"The AI answer captures the main idea that Kestra only sees environment variables present at container startup and that keys need to be exported before `docker compose up`. It also correctly mentions `GEMINI_API_KEY` and `SECRET_GEMINI_API_KEY` with base64 encoding. However, it omits some important details from the ground truth: that Kestra reads only variables prefixed with `SECRET_` for secrets, that these secret values must be base64-encoded, and that inside flows you reference the secret without the `SECRET_` prefix via `secret('GEMINI_API_KEY')`. The `.env` file note is extra and not in the original, but not incorrect. Overall, the answer is partially complete but misses a key mechanism/detail."
"In a Kestra flow, should I use SECRET_GEMINI_API_KEY or just GEMINI_API_KEY in the secret function?",3860e5fe8b,good,"The AI answer matches the key point: in Kestra flows you use `{{ secret('GEMINI_API_KEY') }}` without the `SECRET_` prefix. It also correctly notes that `SECRET_GEMINI_API_KEY` is the environment variable name. Although it omits the detail that the secret value must be base64-encoded and that a plain `GEMINI_API_KEY` is also used outside the flow, the question only asks which name to use in the secret function, so the answer is semantically equivalent."
"Which environment variables are needed for the orchestration module if I want Gemini, OpenAI, and web search to work?",3860e5fe8b,good,"The AI answer includes the same required environment variables as the ground truth, including the plain GEMINI_API_KEY plus the three SECRET_ variables for Gemini, OpenAI, and Tavily/web search. It also correctly notes restarting Kestra. It omits some explanatory details about SECRET_ prefix and base64 encoding, but the key answer is semantically equivalent."
"Why does Kestra Copilot keep saying it can only help with creating flows, and what should I check first?",04440cab11,good,"The AI answer matches the ground truth: it explains that Copilot falls back because it lacks a valid Gemini API key, identifies that Open Source Copilot only supports Gemini, correctly distinguishes plain GEMINI_API_KEY from SECRET_GEMINI_API_KEY, includes the export-and-restart step, and mentions checking for missing/mistyped keys and quota/rate limits. This is semantically equivalent to the original answer."
I set up the AI Copilot in Kestra but it still gives a canned refusal — am I missing the normal Gemini key or the secret one?,04440cab11,good,"The AI answer matches the ground truth: it correctly identifies that the Copilot needs the plain GEMINI_API_KEY, not only the secret/base64 key, and that the refusal indicates the plain key wasn't set. It also mentions exporting both variables and restarting, which is consistent with the original. The only minor difference is that it doesn't explicitly mention Google AI Studio or the 429 quota example, but those are extra details rather than key requirements."
How do I properly set the Gemini API key for Kestra Copilot before I restart Docker Compose?,04440cab11,good,"The AI answer correctly states that Kestra Copilot needs the plain GEMINI_API_KEY exported before restarting Docker Compose, and it includes the same command. It also correctly notes that SECRET_GEMINI_API_KEY is separate for flows and should be exported too, and mentions using the same shell session. However, it omits the troubleshooting details about checking whether the variable is set, generating a fresh key, and possible rate limiting. Those are extra diagnostic notes in the ground truth, not essential to the core answer. The core guidance is preserved."
"Could this Copilot error in Kestra be happening because the API key is wrong, not exported, or already rate-limited?",04440cab11,good,"The AI answer matches the ground truth: it states that Copilot uses the plain GEMINI_API_KEY, must be exported before starting Kestra, and that failure can be due to a wrong/mistyped, not exported, or rate-limited key. It also correctly mentions 429 Resource Exhausted. It omits some extra detail (like generating a fresh key and exporting both variables), but the core answer is preserved."
"What’s the difference between `GEMINI_API_KEY` and `SECRET_GEMINI_API_KEY` in Kestra, and which one does the Copilot actually read?",04440cab11,good,"The AI answer correctly states the distinction between the plain GEMINI_API_KEY and the base64-encoded SECRET_GEMINI_API_KEY, and correctly identifies that the Copilot reads GEMINI_API_KEY while flows use SECRET_GEMINI_API_KEY. This matches the ground truth core point. It omits some troubleshooting details, but those are not required for semantic equivalence."
Why does Kestra say my Gemini key is invalid even though I already exported SECRET_GEMINI_API_KEY?,c8ca21af33,good,"The AI answer captures the main cause from the ground truth: a bad base64-encoded secret due to trailing space/newline, and it includes the key fixes (use echo -n, restart Kestra, same shell session, reference without SECRET_ prefix). It also adds an extra note about AI Copilot needing the plain key, which is not in the original answer but does not contradict it. Overall the semantic content matches."
"Could a base64 encoding issue cause the secret to break in my Kestra flow, and how do I avoid it?",c8ca21af33,good,"The AI answer captures the core issue: base64 corruption from trailing newline/space and the need to use echo -n, quote the value, restart Kestra, and reference the secret without the SECRET_ prefix. It also mentions same-shell export and offers a .env alternative. Although it does not explicitly mention the exact original export line with SECRET_GEMINI_API_KEY=$(...) or the docker compose --env-file syntax, the semantic guidance is equivalent and complete enough."
Do I need to restart Kestra after setting new env vars for API secrets to work?,c8ca21af33,bad,"The AI answer correctly states that Kestra must be started/restarted to pick up new SECRET_ env vars and gives the correct docker compose command. However, it omits the key nuance from the ground truth: the issue is often caused by incorrect base64 encoding (trailing newline/space) and there are additional important checks such as using the secret without the SECRET_ prefix in flows and exporting in the same shell session. Since the question asks about whether a restart is needed, the restart part is accurate, but the ground truth includes that as one of several necessary points. The answer is partially complete but not fully equivalent."
"When I use a secret in a flow, should I write secret('SECRET_GEMINI_API_KEY') or just secret('GEMINI_API_KEY')?",c8ca21af33,good,"The AI answer correctly states that the secret should be referenced without the `SECRET_` prefix, matching the ground truth. It is concise and semantically equivalent to the key point in the original answer. It omits extra troubleshooting details, but those are not necessary to answer the specific question."
What's the best way to load Gemini credentials for Kestra — export in the shell or use a .env file with docker compose?,c8ca21af33,bad,"The AI answer preserves the main guidance: using a .env file with docker compose is the cleaner option, it gives the correct compose command, notes that shell export can work if Kestra is restarted, and mentions referencing the secret without the SECRET_ prefix. However, it omits a key detail from the ground truth that the main failure cause is often a corrupted base64 value due to trailing newline/space, and it also does not mention the recommended `echo -n` pattern for exporting the encoded key. Since the question asks about the best way to load credentials and the original answer emphasizes troubleshooting encoding and shell-export pitfalls, the AI answer is incomplete relative to the ground truth."
Why do we need an orchestrator like Kestra instead of just running everything in a notebook?,193612db63,good,"The AI answer captures the core point: notebooks are fine for experimentation, but production AI workflows need orchestration features like scheduling, retries, monitoring, secret management, and reliable task chaining. It also correctly mentions Kestra being used to teach AI Copilot, RAG, and agents in workflow context. The extra concluding sentence is consistent with the original meaning."
"If I can already test my code in Jupyter, what extra things does orchestration give me for real AI workflows?",193612db63,good,"The AI answer captures the core motivation from the ground truth: notebooks are for experimenting, while orchestration adds scheduling, retries, monitoring/observability, secret management, and task chaining to make workflows production-ready. It does not mention the extra Kestra-specific points about AI Copilot, RAG, agents, or provider swapping, but those are additional details rather than the main answer to the student's question. The key information is preserved."
"What does Kestra handle that a one-off script usually doesn’t, like retries, scheduling, or monitoring?",193612db63,good,"The AI answer captures the core point from the ground truth: Kestra provides orchestration features beyond a one-off script, including scheduling, retries, monitoring, secret management, and chaining tasks. It omits the surrounding context about notebooks, AI workflows, and provider support, but those are not required to answer the specific question asked. Semantically equivalent."
"In this module, is Kestra only for workflow management, or is it also used to teach AI Copilot, RAG, and agents?",193612db63,good,"The AI answer matches the ground truth key point: Kestra is both an orchestrator for workflow management and the vehicle used in the module to teach AI Copilot, RAG, and agents. It preserves the distinction that it's not only for workflow management. Minor omissions about notebooks, production-style workflows, and provider support do not change the semantic answer to the question."
"Can I switch between OpenAI, Gemini, Anthropic, or other providers in a Kestra flow without rewriting the whole thing?",193612db63,good,"The AI answer matches the ground truth on the key point: Kestra supports major AI providers and you can switch providers in a flow without rewriting the rest. It is semantically equivalent, though it adds extra examples not mentioned in the source."
"Do I actually need to use Kestra for the whole LLM Zoomcamp, or is it only for Module 3?",cce328db64,good,"The AI answer matches the ground truth’s main point: Kestra is only needed for Module 3, not the entire course. It also correctly states that the capstone project can use other orchestrators or none at all, and that a plain Python script is sufficient for the ingestion-pipeline criterion. It omits some extra context from the original, but does not miss any key information required to answer the question."
"Can I do the capstone project with Airflow, Prefect, Dagster, or even just a Python script instead of Kestra?",cce328db64,good,"The AI answer correctly states that the capstone project is not restricted to Kestra, and that Airflow, Prefect, Dagster, or no orchestrator at all are acceptable. It also correctly notes that a plain Python script is sufficient for full points on the ingestion-pipeline criterion, while a Jupyter notebook is worth 1 point instead of 2. The extra advice about using an orchestrator only if it fits the project is not contradictory."
"If I already know Airflow, is it okay to just skip Kestra and use my own orchestrator for the course work?",cce328db64,bad,"The AI answer captures the main points: Kestra is the module-3 orchestrator and worth trying, but the capstone/project is not restricted and can use Airflow or no orchestrator, with a plain Python script sufficient for full points on ingestion-pipeline. However, it begins with an overbroad 'Yes' to 'can you skip Kestra and use your own orchestrator for the course work?' The ground truth says no for Module 3 homework, though not required beyond that module. The answer softens this but does not clearly state that you cannot skip Kestra for Module 3 coursework. Since the key nuance is that Kestra is required for Module 3 homework but not for the capstone, the response is incomplete/misleading."
"For the project ingestion pipeline, does a notebook count, or do I need a real orchestrator to get full credit?",cce328db64,good,"The AI answer correctly states that a notebook can count but is worth less, and that a real orchestrator is not required for full credit. It also correctly says a plain Python script earns full points. This matches the ground truth’s key point about capstone ingestion-pipeline credit."
"Can I switch AI providers in Kestra flows, like OpenAI or Gemini, without rewriting the workflow?",cce328db64,good,The AI answer matches the key point from the ground truth: Kestra's AI plugins support multiple major providers and you can switch providers in a flow without rewriting the workflow. It even adds acceptable extra detail about OpenAI-compatible providers and base URLs. No contradiction or missing core information.
"Does Kestra only work with Gemini, or can I point it at Groq, Ollama, or another local OpenAI-style model too?",f442efe5b4,good,"The AI answer matches the ground truth: it states Kestra is provider-agnostic, lists the supported providers, and correctly says Groq, Ollama, LM Studio, and other OpenAI-compatible/local models can be used by changing the provider/base URL. It also preserves the key point that Kestra is not limited to Gemini. It omits some extra nuance about the course using Gemini and the distinction between AI plugin vs provider-specific plugins, but that is not necessary to answer the question."
"If I already have a flow using Gemini, what actually needs to change to switch it to OpenAI or Anthropic?",f442efe5b4,bad,"The AI answer does not match the ground truth. The original says Kestra's AI plugin is provider-agnostic and you can switch providers by swapping only the provider block in the flow, with no other changes. The AI answer instead talks about base URLs, API keys, model names, notebook code, and specific classes like AnthropicClient/AnthropicMessagesRunner, which is not the key message and appears to describe a different setup. It also introduces an incorrect nuance that switching to Anthropic requires changing to Anthropic-specific client/runner, whereas the ground truth emphasizes the generic AI plugin and provider-block swap. Therefore it misses the core answer and adds misleading specifics."
"Which AI providers are supported in Kestra out of the box, and is there a full list somewhere?",f442efe5b4,good,"The AI answer correctly identifies the supported providers and mentions the full list link. It captures the core ground-truth information that Kestra's AI plugin is provider-agnostic and supports the listed providers, including OpenAI-compatible and local model options. It omits extra contextual details from the original, but that is acceptable."
What’s the difference between the generic AI plugin and the provider-specific ones in Kestra?,f442efe5b4,good,"The AI answer correctly captures the core distinction: the generic AI plugin is provider-agnostic and more flexible, while provider-specific plugins can expose vendor-specific features earlier (e.g., Gemini video generation). It omits some extra details from the ground truth, such as the list of supported providers and the note about OpenAI-compatible providers using the OpenAI plugin with a custom base URL, but those are supplementary rather than the main question."
"For OpenAI-compatible services like Groq or DeepSeek, do I use a special plugin or just set the base URL somewhere?",f442efe5b4,good,"The AI answer matches the ground truth: for OpenAI-compatible providers like Groq or DeepSeek, no special plugin is needed; you use the OpenAI plugin and set the base URL to the provider's endpoint. It preserves the core guidance correctly, though it omits some extra context about Kestra's generic AI plugin and provider-specific plugins, which is fine because it doesn't affect the direct question."
"Is there a way to build a Kestra flow without editing YAML by hand, maybe with a form or something like that?",bfe5502c30,good,"The AI answer captures the key point that Kestra offers a no-code form editor for building flows without hand-editing YAML, and it also mentions the AI Copilot and external agent tools as additional ways to generate flows. This matches the ground truth's main answer. It omits the extra contextual comparison to Airflow and Zapier/n8n, but that is supplementary rather than essential to the direct question."
"Can Kestra generate a workflow from plain English, and can I keep refining it with more prompts?",bfe5502c30,good,"The AI answer correctly captures the key point from the original: Kestra's AI Copilot can generate a workflow from plain English and can be refined iteratively with follow-up prompts. It omits the additional options (no-code form editor and external agent skills) and extra context, but those are not necessary to answer the user's question as asked."
"Does Kestra have any setup where an external AI tool or editor can create and push flows directly, instead of using the UI?",bfe5502c30,good,"The AI answer correctly captures the key point asked in the question: Kestra supports external agent/editor tools (Claude Code, Codex, Kestra CTL) that can generate flows and push them directly without using the UI. It omits the other options from the ground truth, but those are extra context and not necessary to answer this specific question."
How is Kestra different from Airflow when it comes to where the actual script lives and what the workflow definition does?,bfe5502c30,good,"The AI answer correctly captures the key distinction: in Kestra the script remains separate and the YAML workflow only orchestrates when/how to run it, whereas in Airflow the Python DAG mixes orchestration and business logic. It also correctly mentions the cron-job comparison. This is semantically equivalent to the ground truth for the question asked."
"For really basic automations like sending a Slack message after a YouTube upload, would something like n8n or Zapier be a better choice than Kestra?",bfe5502c30,good,"The AI answer captures the key point from the ground truth: for simple point-to-point automations, Zapier or n8n may be simpler and cheaper, while Kestra is better for observability, retries, and more complex workflows. It omits the additional discussion of Kestra's no-code form editor, AI Copilot, and external agent skills, but those are extra details not necessary to answer the question."
Why does ChatGPT sometimes invent Kestra YAML fields like bucket or name that don’t work in my flow?,93a3e8b98c,good,"The AI answer preserves the core explanation: ChatGPT may invent plausible but invalid Kestra fields because it is not grounded in the exact plugin schema/version. It correctly includes the same examples (`bucket`/`name` vs `to`, and `projectId`/`dataset`/`table` vs `destinationTable`) and the same mitigation steps (check official docs, use Kestra Copilot, validate/test, beware version differences). Semantically equivalent to the ground truth."
How can I tell if the YAML generated for a Kestra plugin matches the real schema for my version?,93a3e8b98c,good,"The AI answer preserves the core guidance: compare against the official Kestra docs for the relevant version, validate in the Kestra environment, note that generic AI may invent invalid fields, and mention Kestra's built-in AI Copilot as schema-grounded. It omits the concrete examples (GCS Upload and BigQuery LoadFromGcs) and the explicit note that plugin properties vary by version, but those are supporting details rather than essential to the answer."
What’s the correct way to configure GCS upload in Kestra instead of using separate bucket and name properties?,93a3e8b98c,good,"The AI answer gives the correct Kestra GCS Upload configuration using the `to` property with a full `gs://bucket/path` URI, which matches the ground truth and directly addresses the question. It omits the extra BigQuery example and guidance, but those are not required for this question."
"For Kestra BigQuery LoadFromGcs, why is destinationTable required instead of splitting projectId, dataset, and table?",93a3e8b98c,good,"The AI answer matches the core ground truth: it says BigQuery LoadFromGcs requires a single fully qualified `destinationTable` string rather than separate `projectId`, `dataset`, and `table` fields, and notes this is the schema for that plugin version. It omits the broader explanation about AI-generated schema mismatches and the GCS example, but those are extra context, not required to answer the specific question."
What’s the best way to avoid bad AI-generated Kestra flow YAML and make sure it actually runs?,93a3e8b98c,good,"The AI answer preserves the key guidance from the ground truth: generic AI may produce plausible but invalid Kestra YAML, and the recommended way to avoid this is to verify against official plugin docs, use Kestra's built-in AI Copilot, and validate/test in the actual environment. It omits the specific examples of incorrect vs correct properties, but those are illustrative rather than essential to the answer."
Why do people track token usage in Kestra flows when calling LLMs?,a4adc70f41,good,"The AI answer preserves the core reasons from the ground truth: cost control, prompt optimization, and guardrails for scheduled/looping flows. It also correctly mentions capturing `usage.total_tokens` and logging/dashboarding. No key information is missing or contradicted."
How does monitoring tokens help avoid surprise costs in scheduled AI jobs?,a4adc70f41,good,"The AI answer captures the key idea: token monitoring corresponds to billing units, helps with budgeting/forecasting, detects prompt bloat, and enables thresholds/alerts to prevent surprise bills in scheduled or looping jobs. This is semantically equivalent to the ground truth, though it omits implementation details like `usage.total_tokens` and logs/dashboards, which are not essential."
What is the point of checking token counts from each prompt and response in Kestra?,a4adc70f41,good,"The AI answer captures all key points from the ground truth: token counts are used for cost control because providers bill by tokens, for prompt optimization, and for guardrails in long-running or looping workflows. It also correctly notes that Kestra can surface usage in logs or metrics. This is semantically equivalent to the original answer."
Can token usage be used to catch runaway LLM loops before the bill gets too high?,a4adc70f41,good,"The AI answer preserves the key point: token usage can serve as a guardrail to detect runaway loops before costs get too high. It also correctly mentions that token usage maps to provider billing and that thresholds/alerts can prevent large bills. It omits some extra context from the original (prompt optimization and implementation details like usage.total_tokens, logs, metrics), but these are not essential to the question being asked."
How do you usually get token usage info from an LLM call inside a Kestra workflow?,a4adc70f41,good,"The AI answer captures the key practical point from the ground truth: token usage is usually obtained from the LLM/provider response inside the Kestra task, with an example like usage.total_tokens. It omits the motivation/context about cost control, prompt optimization, and guardrails, but those are extra explanatory details rather than the core answer to how to get token usage info. The added note about provider-specific field names is also acceptable."
Why do I get the Docker Desktop error saying the path under /tmp isn’t shared from the host when I start Kestra?,dd8b4c9fda,good,"The AI answer conveys the same core explanation and fix as the ground truth: Docker Desktop lacks permission to access the host path (often /tmp/kestra-wd), and the solution is to add /tmp or the specific path to Docker Desktop's File Sharing settings, then apply/restart and rerun docker compose. No key information is missing."
